id,customer_id,transaction_ts,amount
428,348,2022-10-09 18:35:11,$4.17
435,326,2022-10-09 21:29:14,$52.62
327,20,2022-10-09 14:38:06,$177.51
472,169,2022-10-09 18:16:47,$8.48
490,324,2022-10-10 15:38:06,$512.51
107,715,2022-10-09 14:39:25,$9.99
721,543,2022-10-10 19:30:26,"$8,833.37"
667,391,2022-10-08 17:46:04,$1.91
540,874,2022-10-08 16:51:13,$719.92
49,836,2022-10-11 03:38:55,"$42,977.79"
719,828,2022-10-08 17:53:16,"$5,274.63"
493,40,2022-10-09 20:08:25,"$80,508.53"
661,385,2022-10-10 14:28:27,$6.66
37,586,2022-10-08 14:28:29,"$8,592.48"
588,643,2022-10-08 16:08:41,$339.13
519,579,2022-10-08 22:15:18,"$72,521.38"
888,520,2022-10-10 13:37:41,$85.01
26,663,2022-10-10 09:09:47,"$7,955.33"
326,276,2022-10-09 16:24:19,$92.41
413,295,2022-10-09 17:29:41,$1.72
211,551,2022-10-11 05:55:16,$642.94
268,631,2022-10-10 04:55:03,$6.85
377,587,2022-10-09 01:14:32,"$8,503.27"
330,599,2022-10-10 07:43:20,"$5,918.36"
727,320,2022-10-10 06:01:57,$897.02
224,189,2022-10-08 16:34:23,$1.04
385,435,2022-10-08 15:48:52,"$6,266.67"
32,461,2022-10-09 18:57:13,"$61,022.04"
676,523,2022-10-08 21:52:56,$39.66
522,237,2022-10-10 16:24:37,$6.24
569,836,2022-10-10 17:36:51,$11.05
132,315,2022-10-11 07:34:58,$506.10
704,666,2022-10-09 21:38:30,"$60,980.42"
334,223,2022-10-09 04:39:29,$78.10
382,187,2022-10-11 01:48:55,"$4,280.74"
464,798,2022-10-08 23:36:30,$97.02
319,438,2022-10-10 15:53:06,$9.42
487,832,2022-10-10 18:46:10,$5.40
865,439,2022-10-10 07:10:27,$598.75
629,708,2022-10-10 06:05:13,"$7,905.35"
793,690,2022-10-10 20:30:50,$3.87
164,859,2022-10-10 19:44:00,$949.94
78,836,2022-10-11 07:56:51,$0.69
137,893,2022-10-09 10:17:54,$395.70
198,635,2022-10-10 17:39:30,"$54,976.73"
338,384,2022-10-11 03:26:36,$0.44
405,457,2022-10-09 01:43:27,$620.08
9,380,2022-10-09 17:40:28,$3.31
437,730,2022-10-09 11:12:28,$6.94
591,485,2022-10-10 05:03:45,$649.54
592,809,2022-10-10 13:23:11,$88.23
304,647,2022-10-08 18:13:14,"$93,522.00"
799,626,2022-10-10 05:40:49,$4.65
13,734,2022-10-10 10:40:19,$69.43
456,804,2022-10-09 11:54:10,$6.61
340,173,2022-10-08 23:26:18,$50.82
622,154,2022-10-11 10:06:32,$928.44
131,55,2022-10-10 20:00:25,$404.74
607,563,2022-10-08 14:14:54,$281.76
371,183,2022-10-09 11:49:30,$6.88
146,703,2022-10-10 10:47:45,"$80,358.02"
162,98,2022-10-09 20:47:11,$3.62
776,599,2022-10-10 14:14:26,$2.89
878,82,2022-10-08 17:03:34,$0.87
14,777,2022-10-09 13:27:22,$6.38
700,363,2022-10-11 04:12:30,$49.29
889,261,2022-10-10 10:30:45,"$2,896.23"
34,433,2022-10-09 09:01:08,"$93,044.66"
674,46,2022-10-09 10:54:21,$2.82
3,247,2022-10-09 01:50:48,$59.73
802,510,2022-10-09 12:37:11,"$30,641.39"
565,138,2022-10-09 11:18:35,$37.68
844,453,2022-10-09 00:24:12,"$7,724.78"
618,199,2022-10-09 02:07:25,$548.90
44,136,2022-10-10 15:24:52,"$17,676.31"
246,671,2022-10-10 23:47:31,$4.35
843,353,2022-10-10 05:09:18,"$49,999.54"
709,161,2022-10-08 13:01:56,"$1,020.94"
387,608,2022-10-09 20:45:36,$2.27
64,352,2022-10-09 22:07:07,"$59,607.78"
710,732,2022-10-09 18:37:00,"$7,055.83"
467,226,2022-10-10 19:53:41,"$4,031.43"
188,451,2022-10-09 11:52:23,$730.37
561,15,2022-10-10 17:00:35,"$5,502.11"
549,776,2022-10-10 20:09:51,$137.75
779,69,2022-10-09 17:40:41,"$6,865.50"
282,623,2022-10-10 19:49:21,"$9,399.36"
207,434,2022-10-08 18:19:35,$886.53
545,897,2022-10-09 05:45:47,$1.16
135,117,2022-10-10 14:19:56,"$49,209.33"
184,537,2022-10-09 21:29:20,$998.21
512,80,2022-10-08 19:26:32,$358.71
418,463,2022-10-08 16:26:01,$63.35
604,511,2022-10-11 04:25:39,$4.85
163,163,2022-10-10 05:30:06,"$9,989.64"
93,248,2022-10-10 23:29:16,"$9,171.54"
5,109,2022-10-10 01:50:41,$238.13
884,612,2022-10-10 10:02:16,$222.92
465,490,2022-10-10 23:54:25,"$5,345.75"
746,260,2022-10-09 10:31:58,"$79,808.81"
626,680,2022-10-03 09:06:42,"$20,339.45"
325,851,2022-10-04 18:12:23,$71.47
613,288,2022-10-03 21:42:16,$988.37
170,689,2022-10-03 08:34:01,"$4,249.06"
866,371,2022-10-04 05:43:48,"$3,146.52"
280,509,2022-10-03 11:34:32,"$30,407.53"
830,210,2022-10-04 15:19:42,$73.33
242,170,2022-10-02 14:11:59,"$8,151.78"
240,571,2022-10-04 08:19:08,$125.38
199,666,2022-10-03 20:20:26,"$12,611.06"
249,796,2022-10-03 19:17:45,"$23,476.67"
528,881,2022-10-05 00:11:31,$207.13
671,753,2022-10-05 11:43:50,$566.06
308,295,2022-10-03 19:56:15,$9.41
226,310,2022-10-03 14:23:16,$107.21
816,683,2022-10-04 22:16:42,"$8,078.37"
534,53,2022-10-02 15:00:16,"$2,796.26"
781,848,2022-10-05 11:22:41,$20.63
691,519,2022-10-03 21:06:23,$417.90
414,52,2022-10-04 16:07:52,$50.11
460,52,2022-10-03 03:00:21,"$1,517.44"
756,125,2022-10-05 06:41:24,"$72,918.43"
379,229,2022-10-02 19:10:03,"$49,262.72"
424,891,2022-10-03 12:45:04,$734.20
237,362,2022-10-03 22:50:00,"$6,350.88"
343,893,2022-10-05 08:36:28,$9.29
419,541,2022-10-03 06:07:04,$757.13
398,678,2022-10-04 10:25:06,$0.67
230,135,2022-10-04 02:20:57,"$56,969.13"
694,221,2022-10-05 05:45:14,$613.15
33,191,2022-10-03 05:58:39,"$2,917.29"
826,228,2022-10-03 06:28:18,"$3,486.91"
679,423,2022-10-04 20:55:32,"$22,232.93"
288,756,2022-10-04 00:58:10,"$2,626.56"
341,442,2022-10-03 22:45:02,$188.14
628,709,2022-10-03 07:12:31,"$18,344.42"
54,423,2022-10-03 00:17:35,$79.18
555,268,2022-10-05 05:34:39,"$48,620.80"
445,813,2022-10-04 19:23:19,"$7,341.87"
836,316,2022-10-03 01:38:03,"$59,665.01"
383,389,2022-10-04 22:50:10,$82.44
598,396,2022-10-03 12:02:48,"$72,402.01"
550,537,2022-10-05 10:47:53,$5.56
444,361,2022-10-02 16:33:55,$8.35
276,99,2022-10-04 20:39:11,"$13,469.52"
559,89,2022-10-04 15:47:47,"$20,344.56"
761,652,2022-10-04 20:20:26,$425.28
358,656,2022-10-02 23:59:20,$6.60
705,87,2022-10-03 11:58:10,$61.52
623,641,2022-10-03 15:05:04,$6.13
633,691,2022-10-03 14:36:35,$82.76
17,530,2022-10-02 15:00:14,"$65,981.69"
315,753,2022-10-03 09:12:15,"$55,575.70"
890,472,2022-10-04 00:11:07,$9.38
701,408,2022-10-05 12:18:57,"$27,460.40"
83,13,2022-10-05 00:28:50,"$4,171.11"
881,367,2022-10-05 07:22:57,$375.75
500,873,2022-10-03 11:52:49,"$10,513.60"
18,363,2022-10-03 12:56:18,$654.36
539,480,2022-10-02 16:23:42,"$52,058.45"
666,617,2022-10-05 08:56:02,$115.50
41,840,2022-10-02 19:11:14,$81.96
668,876,2022-10-03 05:48:02,$0.63
611,196,2022-10-05 07:19:21,$583.06
544,594,2022-10-02 14:20:34,"$65,182.95"
893,699,2022-10-03 17:58:18,$216.84
219,308,2022-10-04 20:44:06,$8.29
459,358,2022-10-03 02:52:32,$709.30
222,2,2022-10-02 18:46:05,$382.70
482,106,2022-10-03 03:48:50,"$7,042.53"
658,110,2022-10-02 13:43:54,$186.95
854,404,2022-10-04 08:57:35,$22.96
788,736,2022-10-03 13:06:28,"$19,425.80"
129,837,2022-10-03 10:40:03,$27.51
734,291,2022-10-04 22:42:00,"$53,224.48"
851,409,2022-10-04 12:17:51,$41.00
337,286,2022-10-04 07:12:48,"$8,535.49"
43,405,2022-10-05 05:53:04,$91.78
12,705,2022-10-03 02:41:43,$37.96
849,305,2022-10-03 00:04:06,"$2,595.04"
447,383,2022-10-04 21:50:34,"$41,071.09"
524,601,2022-10-03 12:21:37,$4.16
803,211,2022-10-05 05:16:16,$414.29
634,753,2022-10-05 11:36:34,"$8,806.84"
778,39,2022-10-03 15:09:37,"$8,278.52"
556,808,2022-10-04 11:57:27,$6.85
678,740,2022-10-04 14:40:36,"$99,439.55"
617,331,2022-10-04 06:41:17,$11.43
875,680,2022-10-04 21:20:57,$79.78
59,671,2022-10-04 01:40:54,"$7,849.37"
526,35,2022-10-04 16:10:51,$1.21
508,64,2022-10-05 04:13:04,"$9,997.73"
58,462,2022-10-02 20:56:17,$115.29
741,576,2022-10-02 12:58:01,"$8,222.15"
688,488,2022-10-05 04:40:34,"$35,858.27"
593,846,2022-10-04 16:19:48,"$8,504.85"
609,759,2022-10-03 22:08:51,$41.25
285,607,2022-10-04 03:13:54,$6.33
299,387,2022-10-04 04:36:48,"$3,098.35"
218,329,2022-10-04 16:49:12,$381.18
739,251,2022-10-10 22:19:50,$214.41
55,749,2022-10-09 01:45:14,$301.63
70,859,2022-10-08 13:17:21,$59.34
295,565,2022-10-11 10:06:14,$3.94
339,686,2022-10-09 11:42:20,$54.87
120,60,2022-10-10 19:11:22,$867.18
142,17,2022-10-11 03:26:59,$820.04
386,341,2022-10-09 05:18:10,$0.28
858,256,2022-10-11 06:39:39,"$42,915.12"
606,546,2022-10-08 22:44:09,$54.93
191,637,2022-10-08 15:31:39,"$92,332.07"
692,7,2022-10-08 18:41:00,$20.05
29,736,2022-10-09 23:28:00,$49.57
270,828,2022-10-11 06:20:19,"$18,383.69"
322,307,2022-10-08 22:19:35,"$30,848.78"
281,393,2022-10-08 20:42:31,$15.85
785,241,2022-10-10 00:57:53,"$37,934.40"
212,244,2022-10-10 09:46:52,"$9,403.47"
597,138,2022-10-09 19:58:17,$38.05
264,295,2022-10-11 10:51:08,$18.93
316,510,2022-10-11 08:07:13,$3.66
392,857,2022-10-10 06:09:00,"$92,822.05"
677,211,2022-10-09 09:31:46,"$5,716.68"
514,66,2022-10-10 00:55:12,"$6,898.95"
577,206,2022-10-09 03:27:25,"$1,569.54"
27,483,2022-10-11 08:12:09,$30.08
273,849,2022-10-08 13:21:17,$677.38
209,457,2022-10-09 12:01:32,$8.88
897,656,2022-10-09 23:15:23,"$83,876.66"
596,261,2022-10-08 14:39:52,$9.09
870,352,2022-10-10 14:19:00,$239.51
860,190,2022-10-08 12:52:39,$5.38
36,774,2022-10-11 06:50:17,"$33,451.85"
61,499,2022-10-08 12:46:10,$446.91
527,490,2022-10-10 04:27:20,"$60,641.86"
101,266,2022-10-10 23:39:15,$35.73
393,295,2022-10-10 16:52:13,"$6,196.75"
571,747,2022-10-08 22:25:11,"$9,313.50"
355,319,2022-10-09 20:29:15,"$7,297.45"
35,608,2022-10-09 10:36:22,$30.40
471,507,2022-10-08 17:50:49,"$28,120.56"
478,59,2022-10-10 14:54:55,$3.46
846,661,2022-10-09 10:33:51,$510.80
185,746,2022-10-11 07:19:36,$206.86
269,506,2022-10-08 12:51:34,"$61,167.48"
863,237,2022-10-09 04:26:45,"$2,035.62"
357,297,2022-10-08 12:25:14,$847.37
429,66,2022-10-09 02:23:27,$771.16
811,363,2022-10-11 10:07:47,"$2,502.06"
847,599,2022-10-08 23:44:55,$281.14
87,876,2022-10-10 05:32:33,"$93,577.57"
348,500,2022-10-09 23:53:38,"$6,165.78"
366,589,2022-10-11 03:51:25,$7.40
615,295,2022-10-11 05:22:51,"$39,812.79"
89,470,2022-10-08 21:45:56,$75.40
567,237,2022-10-10 01:27:23,$44.48
118,828,2022-10-09 04:16:48,$48.37
394,400,2022-10-10 13:46:12,"$1,061.82"
310,476,2022-10-08 15:46:37,"$8,330.72"
828,44,2022-10-09 08:00:20,$45.01
842,212,2022-10-08 22:15:14,$79.01
