id,customer_id,transaction_ts,amount
101,4733,2021-05-02 05:09:50,$5.90
102,430,2021-10-24 09:03:24,$563.53
103,5400,2013-04-02 15:55:40,"$3,340.67"
104,7886,2017-11-08 22:06:20,$95.92
105,5602,2013-12-17 09:06:27,$1.58
106,7476,2022-03-29 08:46:58,$739.78
107,9859,2017-11-17 11:37:44,$42.02
108,1903,2016-10-01 22:58:28,$0.63
109,8217,2014-06-02 21:11:46,"$9,160.72"
110,9148,2020-04-14 00:38:56,$49.04
111,5330,2017-04-20 07:18:39,"$9,397.59"
112,4489,2021-06-20 02:21:43,"$6,734.38"
113,3062,2014-08-29 13:43:59,$72.66
114,1314,2018-10-03 02:00:58,"$5,788.70"
115,3811,2016-04-05 00:19:16,$411.10
116,5316,2021-06-04 11:48:01,"$41,143.39"
117,5767,2015-04-03 02:24:22,"$99,395.52"
118,4372,2017-05-14 02:21:54,$973.36
119,4749,2019-11-15 09:50:39,"$80,541.99"
120,3751,2021-11-10 20:51:48,$722.06
121,3309,2015-09-02 13:43:37,$824.83
122,856,2013-08-01 04:53:56,$3.02
123,372,2017-07-26 22:58:39,$4.32
124,2260,2022-09-10 22:24:51,$758.09
125,3868,2017-08-26 12:09:39,$19.71
126,3510,2012-10-02 00:55:01,"$4,435.17"
127,9674,2019-10-24 19:51:20,"$3,506.64"
128,587,2022-02-19 03:40:32,$896.00
129,9161,2013-01-23 14:02:50,$502.79
130,1055,2014-10-10 14:35:54,$4.20
131,938,2014-04-21 21:42:08,"$79,317.85"
132,3461,2014-07-25 23:36:38,$39.28
133,6382,2014-04-16 13:19:24,$87.17
134,4400,2017-07-18 23:11:52,$1.37
135,3950,2015-12-01 05:44:27,$815.44
136,6393,2013-04-01 18:42:47,$1.14
137,5265,2015-10-24 12:09:33,"$7,424.79"
138,8086,2014-11-04 02:31:58,$5.22
139,3742,2019-10-20 05:27:01,$19.39
140,2521,2019-07-26 11:06:26,$505.44
141,4569,2019-11-28 21:16:45,$3.45
142,9814,2015-12-29 17:24:32,"$85,461.83"
143,145,2012-10-11 10:46:07,$756.99
144,7282,2017-09-04 20:53:00,$56.56
145,4972,2014-12-21 21:48:04,$60.47
146,6549,2016-11-09 11:24:24,$871.86
147,3706,2017-06-28 23:12:19,"$4,173.67"
148,9102,2022-04-04 06:11:24,$67.42
149,7912,2017-05-18 23:40:46,$0.15
150,8892,2015-03-01 13:50:24,"$16,358.09"
151,4847,2015-09-28 00:42:28,"$89,530.81"
152,8940,2022-08-02 07:39:25,$5.47
153,5940,2014-09-21 12:23:03,"$3,907.94"
154,8697,2013-09-14 23:22:26,$6.54
155,1211,2018-06-28 17:23:09,$652.05
156,9795,2012-10-15 01:26:01,$4.77
157,1267,2019-01-28 06:08:22,"$9,785.81"
158,7120,2020-10-28 12:31:54,$7.79
159,8101,2014-05-30 13:03:23,$9.99
160,4076,2013-08-21 00:12:52,$85.77
161,3391,2018-07-24 04:56:39,$7.04
162,6280,2018-03-11 09:38:47,$27.51
163,2290,2017-06-08 09:18:49,"$8,854.10"
164,4549,2019-04-30 09:40:46,$996.58
165,8752,2020-02-20 04:28:24,$0.52
166,1807,2013-04-28 16:30:07,$852.56
167,1583,2022-06-24 11:18:50,"$86,237.30"
168,1701,2020-01-22 14:26:40,$962.06
169,3145,2016-11-06 01:37:10,"$7,628.46"
170,8900,2014-01-23 01:28:24,"$5,461.08"
171,1229,2020-11-06 04:27:36,$19.13
172,2081,2012-10-24 18:23:34,"$9,239.08"
173,3290,2013-11-26 12:21:36,$25.14
174,905,2018-08-27 12:09:23,$86.78
175,2278,2015-07-07 21:25:32,"$6,803.96"
176,9076,2017-08-20 13:57:38,"$55,744.73"
177,4547,2018-11-23 11:38:35,"$2,177.43"
178,3655,2017-08-08 07:40:55,$8.26
179,976,2021-04-15 04:38:23,$0.36
180,7688,2013-09-01 04:46:25,"$2,252.84"
181,6439,2021-09-17 07:32:58,"$7,598.79"
182,8745,2022-08-15 18:24:53,"$96,893.45"
183,2184,2018-01-03 16:48:56,$2.42
184,9660,2013-11-14 14:46:26,$64.23
185,8518,2016-02-03 09:48:01,"$2,545.27"
186,9062,2016-11-22 01:34:20,$872.38
187,1153,2019-09-05 11:21:00,"$8,469.06"
188,3579,2013-12-10 15:02:16,$80.23
189,5235,2014-01-03 05:25:24,"$89,877.76"
190,8972,2022-01-18 16:51:05,"$20,466.80"
191,2366,2020-01-04 22:11:27,"$6,000.37"
192,2628,2020-02-10 10:59:59,$795.51
193,5970,2015-09-04 10:57:47,$7.15
194,9087,2021-06-04 12:10:17,"$7,396.81"
195,2228,2017-01-22 15:58:20,$9.90
196,5596,2022-07-04 19:48:06,$4.90
197,8940,2015-06-16 02:04:34,"$39,698.14"
198,8659,2021-04-01 10:27:33,"$7,534.11"
199,1309,2020-05-30 13:14:41,$3.77
200,4045,2022-08-05 09:40:29,$740.40
